question_id,display_id,stem_markdown_preview,curriculum_theme_model,knowledge_unit_model,skill_tags_model,primary_knowledge_model,primary_confidence,runner_up_primary,classification_margin,tag_evidence,primary_knowledge_teacher,secondary_knowledge_model,difficulty_model,difficulty_teacher,difficulty_basis,ability_tags_model,teaching_tag_model,error_prone_points_model,review_status,review_notes
exam_0da7232a75c2_q011,EXAM-0DA7232A75C2-Q011,### 11. 设函数 $f(x) = 2x^{3} - 3ax^{2} + 1$ ，则 A. 当 $a > 1$ 时， $f(x)$ 有三个零点 B. 当 $,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.652,函数综合·函数性质·奇偶性与周期性,0.0,极大/极小值,,,3,,model_estimated,逻辑推理,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_0da7232a75c2_q012,EXAM-0DA7232A75C2-Q012,### 12. 曲线 $y = \ln |x|$ 过坐标原点的两条切线的方程为 \_\_\_\_，\_\_\_\_。,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.821,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,切线,,,3,,model_estimated,运算求解；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_0da7232a75c2_q013,EXAM-0DA7232A75C2-Q013,"### 13. 若函数 $f(x) = 2x^{3} - ax^{2} + 1 (a \in R)$ 在 $(0, +\infty)$ 内有且只有一个零点，则 ",T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.672,导数应用·零点问题·函数零点个数,0.111,最大/最小值,,,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_0da7232a75c2_q014,EXAM-0DA7232A75C2-Q014,### 14. 设函数 $f(x)=e^{x}(2x-1)-ax+a$ ，其中 a<1，若存在唯一的整数 $x_{0}$ ，使得 $f(x_{0})<0$ ，则,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.755,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,默认求导运算,,,3,,model_estimated,逻辑推理；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_0da7232a75c2_q015,EXAM-0DA7232A75C2-Q015,"### 15. 设函数 $f(x)=[ax^{2}-(4a+1)x+4a+3]e^{x}$ . (1)若曲线 $y = f(x)$ 在点 $(1, f(1))$",T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.672,导数与微分·切线方程·求切线,0.111,极大/极小值,,,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_0da7232a75c2_q016,EXAM-0DA7232A75C2-Q016,### 16. 已知函数 $f(x) = \frac{1}{x} - x + a\ln x$ . (1)讨论 $f(x)$ 的单调性; (2)若 $f(x)$ ,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.899,导数应用·单调性·判断单调区间,0.684,极值点；函数极值,,T7导数·U7.3 导数与函数单调性·导数符号判断；T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,3,,model_estimated,逻辑推理,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_a9e115aa7ff5_q001,EXAM-A9E115AA7FF5-Q001,### 1. 若 $f(x) = \frac{1}{1 + 2x}$ ，则 $f(x)$ 在 $x = 0$ 处的瞬时变化率为（） A. 1 B. -1 C. ,T7导数,U7.1 导数概念与几何意义（切线）,平均变化率；瞬时变化率；导数定义,导数与微分·导数定义·平均变化率与瞬时变化率,0.854,导数与微分·求导运算·基本函数求导,1.0,瞬时变化率,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_a9e115aa7ff5_q002,EXAM-A9E115AA7FF5-Q002,### 2. 设函数 $f(x) = \frac{1}{x^2} + 1$ ，则 $\lim_{\Delta x \to 0} \frac{f(1 - 3\De,T7导数,U7.1 导数概念与几何意义（切线）,平均变化率；瞬时变化率；导数定义,导数与微分·导数定义·平均变化率与瞬时变化率,0.912,导数与微分·求导运算·基本函数求导,1.0,导数极限；增量 Δx,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_a9e115aa7ff5_q003,EXAM-A9E115AA7FF5-Q003,### 3. 直线 $x + y - 1 = 0$ 是曲线 $y = \ln x - 2x + a$ 的一条切线，则 $a = (\quad)$ A. -2 B,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.821,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,切线,,,3,,model_estimated,数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_a9e115aa7ff5_q004,EXAM-A9E115AA7FF5-Q004,### 4. 已知函数 $f(x) = x(x - a)^2$ 在 $x = 1$ 处取得极大值，则 $a = (\quad)$ A. 3或1 B. 3 C. ,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.832,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,极大/极小值,,,3,,model_estimated,分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_a9e115aa7ff5_q005,EXAM-A9E115AA7FF5-Q005,"### 5. 若 $f(x)$ 是定义在区间 $(-3,2)$ 上的函数，其图象如图所示，设 $f(x)$ 的导函数为 $f'(x)$ ，则 $\frac{f'",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.923,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,求导；导数符号,,,3,,model_estimated,数形结合,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_a9e115aa7ff5_q006,EXAM-A9E115AA7FF5-Q006,"### 6. 若函数 $f(x) = \frac{1}{2} x + \cos x$ 在 $x \in [0, a]$ 上存在唯一的极大值点，则实数 $a$ 的",T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.792,函数综合·函数性质·奇偶性与周期性,0.778,极大/极小值,,,3,,model_estimated,逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_a9e115aa7ff5_q007,EXAM-A9E115AA7FF5-Q007,"### 7. 若函数 $f(x) = -x^2 + ax + 4\ln x$ 在(1,2)上有最大值，则实数 $a$ 的取值范围为（） A. $(-2, +\i",T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.832,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,最大/最小值,,,3,,model_estimated,分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_a9e115aa7ff5_q008,EXAM-A9E115AA7FF5-Q008,"### 8. 已知 $a = \frac{\ln 4}{4}, b = \frac{1}{\mathrm{e}}, c = \frac{2}{3} \ln \f",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.755,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,默认求导运算,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_a9e115aa7ff5_q009,EXAM-A9E115AA7FF5-Q009,### 9. 已知函数 $f(x) = \mathrm{e}^{x} - \mathrm{e}^{-x} - 2\cos x$ ，则（） A. $f(0) = ,T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.713,导数应用·不等式证明·构造函数证明,0.2,导数符号与单调；解析包含导数方法,,,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_a9e115aa7ff5_q010,EXAM-A9E115AA7FF5-Q010,"### 10. 已知 $a \in \mathbf{R}$ ，函数 $f(x) = ax^3 + 2x + 1$ 有两个极值点 $x_1, x_2$ ，则（） ",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.796,导数应用·极值与最值·求极值,0.05,切线方程；切线,,T7导数·U7.4 导数与极值/最值·利用导数求最值,3,,model_estimated,运算求解；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_a9e115aa7ff5_q011,EXAM-A9E115AA7FF5-Q011,"### 11. 对于函数 $f(x) = \frac{x}{\ln x}$ ，下列说法正确的是（） A. $f(x)$ 在 $(0, \mathrm{e})$ ",T7导数,U7.6 导数与函数零点,零点个数判断；单调性与零点；函数图像分析,导数应用·零点问题·函数零点个数,0.664,导数应用·单调性·判断单调区间,0.125,函数零点,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
exam_a9e115aa7ff5_q012,EXAM-A9E115AA7FF5-Q012,"### 12. 已知函数 $f(x)$ , $g(x)$ 满足: $f(x) + x^{2}g(x) = e^{x} - x$ ，且 $f(1) = 1$ ，则",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.81,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,导数符号,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_a9e115aa7ff5_q013,EXAM-A9E115AA7FF5-Q013,"### 13. 已知函数 $f(x) = (a - x)\ln x + x - 1$ ，若 $\forall x_1, x_2 \in (0, +\infty)",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.755,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,默认求导运算,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_a9e115aa7ff5_q014,EXAM-A9E115AA7FF5-Q014,### 14. 已知函数 $f(x)=x^{3}+x-\sin x$ ，则关于 t 的不等式 $f(t^{2}-t)+f(-t)<f(0)$ 的解集为 \_\_,T7导数,U7.5 导数与不等式证明,构造函数；导数证明不等式；极值点偏移,导数应用·不等式证明·构造函数证明,0.716,函数综合·函数性质·奇偶性与周期性,0.6,不等式,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_a9e115aa7ff5_q015,EXAM-A9E115AA7FF5-Q015,"### 15. 已知函数 $f(x) = a^2 x^2 - 3ax \ln x, a > 0$ (1)当 $a = 1$ 时，求曲线 $y = f(x)$ 在",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.787,导数应用·零点问题·函数零点个数,0.0,切线方程；切线,,,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_a9e115aa7ff5_q016,EXAM-A9E115AA7FF5-Q016,"### 16. 已知函数 $f(x) = \mathrm{e}^{x}, g(x) = \frac{a}{x}, h(x) = f(x) - g(x), a \",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.967,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,切线方程；切线,,,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
